weezing,Poison,,Inhaling toxic fumes from trash and mixing them inside its body lets it spread an even fouler stench.
rhyhorn,Ground,Rock,"Its powerful tackles can destroy anything. However, it is too slow witted to help people work."
rhydon,Ground,Rock,"Standing on its hind legs freed its forelegs and made it smarter. It is very forgetful, however."
chansey,Normal,,A kindly Pokemon that lays highly nutritious eggs and shares them with injured Pokmon or people.
tangela,Grass,,"Many writhing vines cover it, so its true identity remains unknown. The blue vines grow its whole life long."
kangaskhan,Normal,,It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.
horsea,Water,,"It makes its nest in the shade of corals. If it senses danger, it spits murky ink and flees."
seadra,Water,,Its spines provide protection. Its fins and bones are prized as traditional-medicine ingredients.
goldeen,Water,,"Though it appears very elegant when swimming with fins unfurled, it can jab powerfully with its horn."
seaking,Water,,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors."
staryu,Water,,"As long as its red core remains, it can regenerate its body instantly, even if its torn apart."
starmie,Water,Psychic,Its core shines in many colors and sends radio signals into space to communicate with something.
mr-mime,Psychic,Fairy,It shapes an invisible wall in midair by minutely vibrating its fingertips to stop molecules in the air.
scyther,Bug,Flying,The sharp scythes on its forearms become increasingly sharp by cutting through hard objects.
jynx,Ice,Psychic,"Its cries sound like human speech. However, it is impossible to tell what it is trying to say."
electabuzz,Electric,,Research is progressing on storing lightning in Electabuzz so this energy can be used at any time.
magmar,Fire,,"The scorching fire exhaled by Magmar forms heat waves around its body, making it hard to see the Pokemon clearly."
pinsir,Bug,,It grips prey with its powerful pincers and will not let go until the prey is torn in half.
tauros,Normal,,"Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature."
magikarp,Water,,"A Magikarp living for many years can leap a mountain using Splash. The move remains useless, though."
gyarados,Water,Flying,"Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm."
lapras,Water,Ice,"Able to understand human speech and very intelligent, it loves to swim in the sea with people on its back."
ditto,Normal,,"It can reconstitute its entire cellular structure to change into what it sees, but it returns to normal when it relaxes."
eevee,Normal,,"Thanks to its unstable genetic makeup, this special Pokemon conceals many different possible evolutions."
vaporeon,Water,,"Its cell composition is similar to water molecules. As a result, it cant be seen when it melts away into water."
jolteon,Electric,,"By storing electricity in its body, it can shoot its bristlelike fur like a barrage of missiles."
flareon,Fire,,"Inhaled air is carried to its flame sac, heated, and exhaled as fire that reaches over 3,000 degrees F."
porygon,Normal,,A man-made Pokemon created using advanced scientific means. It can move freely in cyberspace.
omanyte,Rock,Water,A Pokemon that was resurrected from a fossil using modern science. It swam in ancient seas.
omastar,Rock,Water,It is thought that this Pokemon became extinct because its spiral shell grew too large.
kabuto,Rock,Water,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.
kabutops,Rock,Water,It is thought that this Pokemon came onto land because its prey adapted to life on land.
aerodactyl,Rock,Flying,A Pokemon that roamed the skies in the dinosaur era. Its teeth are like saw blades.
snorlax,Normal,,"When its belly is full, it becomes too lethargic to even lift a finger, so it is safe to bounce on its belly."
articuno,Ice,Flying,A legendary bird Pokemon. It can create blizzards by freezing moisture in the air.
zapdos,Electric,Flying,A legendary Pokemon that is said to live in thunderclouds. It freely controls lightning bolts.
moltres,Fire,Flying,One of the legendary bird Pokemon. It is said that its appearance indicates the coming of spring.
dratini,Dragon,,It is called the Mirage Pokemon because so few have seen it. Its shed skin has been found.
dragonair,Dragon,,"If its body takes on an aura, the weather changes instantly. It is said to live in seas and lakes."
dragonite,Dragon,Flying,It is said to make its home somewhere in the sea. It guides crews of shipwrecks to shore.
mewtwo,Psychic,,A Pokemon created by recombining Mews genes. Its said to have the most savage heart among Pokmon.
mew,Psychic,,"Mew is said to possess the genetic composition of all Pokemon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people."
chikorita,Grass,,Description not available yet
bayleef,Grass,,Description not available yet
meganium,Grass,,Description not available yet
cyndaquil,Fire,,Description not available yet
quilava,Fire,,Description not available yet
typhlosion,Fire,,Description not available yet
totodile,Water,,Description not available yet
croconaw,Water,,Description not available yet
feraligatr,Water,,Description not available yet
sentret,Normal,,Description not available yet
furret,Normal,,Description not available yet
hoothoot,Normal,Flying,Description not available yet
noctowl,Normal,Flying,Description not available yet
ledyba,Bug,Flying,Description not available yet
ledian,Bug,Flying,Description not available yet
spinarak,Bug,Poison,Description not available yet
ariados,Bug,Poison,Description not available yet
crobat,Poison,Flying,Description not available yet
chinchou,Water,Electric,Description not available yet
lanturn,Water,Electric,Description not available yet
pichu,Electric,,Description not available yet
cleffa,Fairy,,Description not available yet
igglybuff,Normal,Fairy,Description not available yet
togepi,Fairy,,Description not available yet
togetic,Fairy,Flying,Description not available yet
natu,Psychic,Flying,Description not available yet
xatu,Psychic,Flying,Description not available yet
mareep,Electric,,Description not available yet
flaaffy,Electric,,Description not available yet
ampharos,Electric,,Description not available yet
bellossom,Grass,,Description not available yet
marill,Water,Fairy,Description not available yet
azumarill,Water,Fairy,Description not available yet
sudowoodo,Rock,,Description not available yet
politoed,Water,,Description not available yet
hoppip,Grass,Flying,Description not available yet
skiploom,Grass,Flying,Description not available yet
jumpluff,Grass,Flying,Description not available yet
aipom,Normal,,Description not available yet
sunkern,Grass,,Description not available yet
sunflora,Grass,,Description not available yet
yanma,Bug,Flying,Description not available yet
wooper,Water,Ground,Description not available yet
quagsire,Water,Ground,Description not available yet
espeon,Psychic,,Description not available yet
umbreon,Dark,,Description not available yet
murkrow,Dark,Flying,Description not available yet
slowking,Water,Psychic,Description not available yet
misdreavus,Ghost,,Description not available yet
unown,Psychic,,Description not available yet
wobbuffet,Psychic,,Description not available yet
girafarig,Normal,Psychic,Description not available yet
pineco,Bug,,Description not available yet
forretress,Bug,Steel,Description not available yet
dunsparce,Normal,,Description not available yet
gligar,Ground,Flying,Description not available yet
steelix,Steel,Ground,Description not available yet
snubbull,Fairy,,Description not available yet
granbull,Fairy,,Description not available yet
qwilfish,Water,Poison,Description not available yet
scizor,Bug,Steel,Description not available yet
shuckle,Bug,Rock,Description not available yet
heracross,Bug,Fighting,Description not available yet
sneasel,Dark,Ice,Description not available yet
teddiursa,Normal,,Description not available yet
ursaring,Normal,,Description not available yet
slugma,Fire,,Description not available yet
magcargo,Fire,Rock,Description not available yet
swinub,Ice,Ground,Description not available yet
piloswine,Ice,Ground,Description not available yet
corsola,Water,Rock,Description not available yet
remoraid,Water,,Description not available yet
octillery,Water,,Description not available yet
delibird,Ice,Flying,Description not available yet
mantine,Water,Flying,Description not available yet
skarmory,Steel,Flying,Description not available yet
houndour,Dark,Fire,Description not available yet
houndoom,Dark,Fire,Description not available yet
kingdra,Water,Dragon,Description not available yet
phanpy,Ground,,Description not available yet
donphan,Ground,,Description not available yet
porygon2,Normal,,Description not available yet
stantler,Normal,,Description not available yet
smeargle,Normal,,Description not available yet
tyrogue,Fighting,,Description not available yet
hitmontop,Fighting,,Description not available yet
smoochum,Ice,Psychic,Description not available yet
elekid,Electric,,Description not available yet
magby,Fire,,Description not available yet
miltank,Normal,,Description not available yet
blissey,Normal,,Description not available yet
raikou,Electric,,Description not available yet
entei,Fire,,Description not available yet
suicune,Water,,Description not available yet
larvitar,Rock,Ground,Description not available yet
pupitar,Rock,Ground,Description not available yet
tyranitar,Rock,Dark,Description not available yet
lugia,Psychic,Flying,Description not available yet
ho-oh,Fire,Flying,Description not available yet
celebi,Psychic,Grass,Description not available yet
treecko,Grass,,Description not available yet
grovyle,Grass,,Description not available yet
sceptile,Grass,,Description not available yet
torchic,Fire,,Description not available yet
combusken,Fire,Fighting,Description not available yet
blaziken,Fire,Fighting,Description not available yet
mudkip,Water,,Description not available yet
marshtomp,Water,Ground,Description not available yet
swampert,Water,Ground,Description not available yet
poochyena,Dark,,Description not available yet
mightyena,Dark,,Description not available yet
zigzagoon,Normal,,Description not available yet
linoone,Normal,,Description not available yet
wurmple,Bug,,Description not available yet
silcoon,Bug,,Description not available yet
beautifly,Bug,Flying,Description not available yet
cascoon,Bug,,Description not available yet
dustox,Bug,Poison,Description not available yet
lotad,Water,Grass,Description not available yet
lombre,Water,Grass,Description not available yet
ludicolo,Water,Grass,Description not available yet
seedot,Grass,,Description not available yet
nuzleaf,Grass,Dark,Description not available yet
shiftry,Grass,Dark,Description not available yet
taillow,Normal,Flying,Description not available yet
swellow,Normal,Flying,Description not available yet
wingull,Water,Flying,Description not available yet
pelipper,Water,Flying,Description not available yet
ralts,Psychic,Fairy,Description not available yet
kirlia,Psychic,Fairy,Description not available yet
gardevoir,Psychic,Fairy,Description not available yet
surskit,Bug,Water,Description not available yet
masquerain,Bug,Flying,Description not available yet
shroomish,Grass,,Description not available yet
breloom,Grass,Fighting,Description not available yet
slakoth,Normal,,Description not available yet
vigoroth,Normal,,Description not available yet
slaking,Normal,,Description not available yet
nincada,Bug,Ground,Description not available yet
ninjask,Bug,Flying,Description not available yet
shedinja,Bug,Ghost,Description not available yet
whismur,Normal,,Description not available yet
loudred,Normal,,Description not available yet
exploud,Normal,,Description not available yet
makuhita,Fighting,,Description not available yet
hariyama,Fighting,,Description not available yet
azurill,Normal,Fairy,Description not available yet
nosepass,Rock,,Description not available yet
skitty,Normal,,Description not available yet
delcatty,Normal,,Description not available yet
sableye,Dark,Ghost,Description not available yet
mawile,Steel,Fairy,Description not available yet
aron,Steel,Rock,Description not available yet
lairon,Steel,Rock,Description not available yet
aggron,Steel,Rock,Description not available yet
meditite,Fighting,Psychic,Description not available yet
medicham,Fighting,Psychic,Description not available yet
electrike,Electric,,Description not available yet
manectric,Electric,,Description not available yet
plusle,Electric,,Description not available yet
minun,Electric,,Description not available yet
volbeat,Bug,,Description not available yet
illumise,Bug,,Description not available yet
roselia,Grass,Poison,Description not available yet
gulpin,Poison,,Description not available yet
swalot,Poison,,Description not available yet
carvanha,Water,Dark,Description not available yet
sharpedo,Water,Dark,Description not available yet
wailmer,Water,,Description not available yet
wailord,Water,,Description not available yet
numel,Fire,Ground,Description not available yet
camerupt,Fire,Ground,Description not available yet
torkoal,Fire,,Description not available yet
spoink,Psychic,,Description not available yet
grumpig,Psychic,,Description not available yet
spinda,Normal,,Description not available yet
trapinch,Ground,,Description not available yet
vibrava,Ground,Dragon,Description not available yet
flygon,Ground,Dragon,Description not available yet
cacnea,Grass,,Description not available yet
cacturne,Grass,Dark,Description not available yet
swablu,Normal,Flying,Description not available yet
altaria,Dragon,Flying,Description not available yet
zangoose,Normal,,Description not available yet
seviper,Poison,,Description not available yet
lunatone,Rock,Psychic,Description not available yet
solrock,Rock,Psychic,Description not available yet
barboach,Water,Ground,Description not available yet
whiscash,Water,Ground,Description not available yet
corphish,Water,,Description not available yet
crawdaunt,Water,Dark,Description not available yet
baltoy,Ground,Psychic,Description not available yet
claydol,Ground,Psychic,Description not available yet
lileep,Rock,Grass,Description not available yet
cradily,Rock,Grass,Description not available yet
anorith,Rock,Bug,Description not available yet
armaldo,Rock,Bug,Description not available yet
feebas,Water,,Description not available yet
milotic,Water,,Description not available yet
castform,Normal,,Description not available yet
kecleon,Normal,,Description not available yet
shuppet,Ghost,,Description not available yet
banette,Ghost,,Description not available yet
duskull,Ghost,,Description not available yet
dusclops,Ghost,,Description not available yet
tropius,Grass,Flying,Description not available yet
chimecho,Psychic,,Description not available yet
absol,Dark,,Description not available yet
wynaut,Psychic,,Description not available yet
snorunt,Ice,,Description not available yet
glalie,Ice,,Description not available yet
spheal,Ice,Water,Description not available yet
sealeo,Ice,Water,Description not available yet
walrein,Ice,Water,Description not available yet
clamperl,Water,,Description not available yet
huntail,Water,,Description not available yet
gorebyss,Water,,Description not available yet
relicanth,Water,Rock,Description not available yet
luvdisc,Water,,Description not available yet
bagon,Dragon,,Description not available yet
shelgon,Dragon,,Description not available yet
salamence,Dragon,Flying,Description not available yet
beldum,Steel,Psychic,Description not available yet
metang,Steel,Psychic,Description not available yet
metagross,Steel,Psychic,Description not available yet
regirock,Rock,,Description not available yet
regice,Ice,,Description not available yet
registeel,Steel,,Description not available yet
latias,Dragon,Psychic,Description not available yet
latios,Dragon,Psychic,Description not available yet
kyogre,Water,,Description not available yet
groudon,Ground,,Description not available yet
rayquaza,Dragon,Flying,Description not available yet
jirachi,Steel,Psychic,Description not available yet
deoxys-normal,Psychic,,Description not available yet
turtwig,Grass,,Description not available yet
grotle,Grass,,Description not available yet
torterra,Grass,Ground,Description not available yet
chimchar,Fire,,Description not available yet
monferno,Fire,Fighting,Description not available yet
infernape,Fire,Fighting,Description not available yet
piplup,Water,,Description not available yet
prinplup,Water,,Description not available yet
empoleon,Water,Steel,Description not available yet
starly,Normal,Flying,Description not available yet
staravia,Normal,Flying,Description not available yet
staraptor,Normal,Flying,Description not available yet
bidoof,Normal,,Description not available yet
bibarel,Normal,Water,Description not available yet
kricketot,Bug,,Description not available yet
kricketune,Bug,,Description not available yet
shinx,Electric,,Description not available yet
luxio,Electric,,Description not available yet
luxray,Electric,,Description not available yet
budew,Grass,Poison,Description not available yet
roserade,Grass,Poison,Description not available yet
cranidos,Rock,,Description not available yet
rampardos,Rock,,Description not available yet
shieldon,Rock,Steel,Description not available yet
bastiodon,Rock,Steel,Description not available yet
burmy,Bug,,Description not available yet
wormadam-plant,Bug,Grass,Description not available yet
mothim,Bug,Flying,Description not available yet
combee,Bug,Flying,Description not available yet
vespiquen,Bug,Flying,Description not available yet
pachirisu,Electric,,Description not available yet
buizel,Water,,Description not available yet
floatzel,Water,,Description not available yet
cherubi,Grass,,Description not available yet
cherrim,Grass,,Description not available yet
shellos,Water,,Description not available yet
gastrodon,Water,Ground,Description not available yet
ambipom,Normal,,Description not available yet
drifloon,Ghost,Flying,Description not available yet
drifblim,Ghost,Flying,Description not available yet
buneary,Normal,,Description not available yet
lopunny,Normal,,Description not available yet
mismagius,Ghost,,Description not available yet
honchkrow,Dark,Flying,Description not available yet
glameow,Normal,,Description not available yet
purugly,Normal,,Description not available yet
chingling,Psychic,,Description not available yet
stunky,Poison,Dark,Description not available yet
skuntank,Poison,Dark,Description not available yet
bronzor,Steel,Psychic,Description not available yet
bronzong,Steel,Psychic,Description not available yet
bonsly,Rock,,Description not available yet
mime-jr,Psychic,Fairy,Description not available yet
happiny,Normal,,Description not available yet
chatot,Normal,Flying,Description not available yet
spiritomb,Ghost,Dark,Description not available yet
gible,Dragon,Ground,Description not available yet
gabite,Dragon,Ground,Description not available yet
garchomp,Dragon,Ground,Description not available yet
munchlax,Normal,,Description not available yet
riolu,Fighting,,Description not available yet
lucario,Fighting,Steel,Description not available yet
hippopotas,Ground,,Description not available yet
hippowdon,Ground,,Description not available yet
skorupi,Poison,Bug,Description not available yet
drapion,Poison,Dark,Description not available yet
croagunk,Poison,Fighting,Description not available yet
toxicroak,Poison,Fighting,Description not available yet
carnivine,Grass,,Description not available yet
finneon,Water,,Description not available yet
lumineon,Water,,Description not available yet
mantyke,Water,Flying,Description not available yet
snover,Grass,Ice,Description not available yet
abomasnow,Grass,Ice,Description not available yet
weavile,Dark,Ice,Description not available yet
magnezone,Electric,Steel,Description not available yet
lickilicky,Normal,,Description not available yet
rhyperior,Ground,Rock,Description not available yet
tangrowth,Grass,,Description not available yet
electivire,Electric,,Description not available yet
magmortar,Fire,,Description not available yet
togekiss,Fairy,Flying,Description not available yet
yanmega,Bug,Flying,Description not available yet
leafeon,Grass,,Description not available yet
glaceon,Ice,,Description not available yet
gliscor,Ground,Flying,Description not available yet
mamoswine,Ice,Ground,Description not available yet
porygon-z,Normal,,Description not available yet
gallade,Psychic,Fighting,Description not available yet
probopass,Rock,Steel,Description not available yet
dusknoir,Ghost,,Description not available yet
froslass,Ice,Ghost,Description not available yet
rotom,Electric,Ghost,Description not available yet
uxie,Psychic,,Description not available yet
mesprit,Psychic,,Description not available yet
azelf,Psychic,,Description not available yet
dialga,Steel,Dragon,Description not available yet
palkia,Water,Dragon,Description not available yet
heatran,Fire,Steel,Description not available yet
regigigas,Normal,,Description not available yet
giratina-altered,Ghost,Dragon,Description not available yet
cresselia,Psychic,,Description not available yet
phione,Water,,Description not available yet
manaphy,Water,,Description not available yet
darkrai,Dark,,Description not available yet
shaymin-land,Grass,,Description not available yet
arceus,Normal,,Description not available yet
victini,Psychic,Fire,Description not available yet
snivy,Grass,,Description not available yet
servine,Grass,,Description not available yet
serperior,Grass,,Description not available yet
tepig,Fire,,Description not available yet
pignite,Fire,Fighting,Description not available yet
emboar,Fire,Fighting,Description not available yet
oshawott,Water,,Description not available yet
dewott,Water,,Description not available yet
samurott,Water,,Description not available yet
patrat,Normal,,Description not available yet
watchog,Normal,,Description not available yet
lillipup,Normal,,Description not available yet
herdier,Normal,,Description not available yet
stoutland,Normal,,Description not available yet
purrloin,Dark,,Description not available yet
liepard,Dark,,Description not available yet
pansage,Grass,,Description not available yet
simisage,Grass,,Description not available yet
pansear,Fire,,Description not available yet
simisear,Fire,,Description not available yet
panpour,Water,,Description not available yet
simipour,Water,,Description not available yet
munna,Psychic,,Description not available yet
musharna,Psychic,,Description not available yet
pidove,Normal,Flying,Description not available yet
tranquill,Normal,Flying,Description not available yet
unfezant,Normal,Flying,Description not available yet
blitzle,Electric,,Description not available yet
zebstrika,Electric,,Description not available yet
roggenrola,Rock,,Description not available yet
boldore,Rock,,Description not available yet
gigalith,Rock,,Description not available yet
woobat,Psychic,Flying,Description not available yet
swoobat,Psychic,Flying,Description not available yet
drilbur,Ground,,Description not available yet
excadrill,Ground,Steel,Description not available yet
audino,Normal,,Description not available yet
timburr,Fighting,,Description not available yet
gurdurr,Fighting,,Description not available yet
conkeldurr,Fighting,,Description not available yet
tympole,Water,,Description not available yet
palpitoad,Water,Ground,Description not available yet
seismitoad,Water,Ground,Description not available yet
throh,Fighting,,Description not available yet
sawk,Fighting,,Description not available yet
sewaddle,Bug,Grass,Description not available yet
swadloon,Bug,Grass,Description not available yet
leavanny,Bug,Grass,Description not available yet
venipede,Bug,Poison,Description not available yet
whirlipede,Bug,Poison,Description not available yet
scolipede,Bug,Poison,Description not available yet
